firstname,lastname,gender
Bernard,Hounnou,1
Akosua,Attipoe,0
Bèni,Akoto,1
Helena,Alassani,0
Wenceslas,Akakpo-Doe,1
Didi,Hounnou,1
Jean,Gbikpi,1
Winnie,Awuku,0
Kwesi,Abliza,1
Dela,Avoseh,1
Edem,Adzaho,1
Fiifi,Soglo,1
Koffi-Doe,Hounnou,1
Lydia,Mensah,0
Ilétou,Agbodeka,0
Rebecca,Anani,0
Komla,Amevor,1
Fabrice,Togbe,1
Tina,Amegashie,0
Aurelie,Morquette,0
Ophelie,Agbobli,0
Ezechiel,Awuku,1
Willy,Ayigbe,1
Dodji,Gbedemah,1
Dzidzor,Dzokoto,0
Yasmine,Foli,0
Bèni,Takyi,1
Komi,Foli,1
Quentin,Ocloo,1
Akowé,Akakpo-Doe,1
Perrine,Amegashie,0
Denis,Gnama,1
Bassooma,Morquette,1
Bassooma,Djondo,1
Kwesi,Nyaku,1
Adeline,Amekudzi,0
Cecilia,Sokpor,0
Rosalie,Takyi,0
Eloise,Alassani,0
Denis,Togbe,1
Yannick,Attipoe,1
Odile,Adzaho,0
Sophie,Dogbe,0
Yao,Amevor,1
Gifty,Nayo,0
Kafui,Gbedemah,0
Jocelyn,Diawara,1
Azhar,Mensah,1
Gaston,Hounnou,1
Amenyo,Ofori,0
Patrick,Togbe,1
Roxane,Nyavor,0
Pascal,Obodai,1
Kofi,Nyavor,1
Raoul,Nayo,1
Hilaire,Awuku,1
Didi,Gnama,1
Amouzou,Agbozo,1
Tina,Agbozo,0
Abena,Tetteh,0
Fleur,Avoseh,0
Danielle,Alassani,0
Gaston,Ocloo,1
Yaa,Hounnou,0
Zelda,Atsu,0
Wanda,Soglo,0
Kossi,Amegashie,1
Koffi-Doe,Nkrumah,1
Rosalie,Ocloo,0
Joelle,Ocloo,0
Hortense,Agbodeka,0
Médar,Azamati,1
Raoul,Azamati,1
Abena,Amevor,0
Winnie,Bakari,0
Perrine,Attipoe,0
Quenotte,Awuku,0
Ayouba,Azamati,1
Rosalie,Moussa,0
Perrine,Ayite,0
Fleur,Morquette,0
Tatiana,Atsu,0
LARE,Anani,1
Lise,Nyaku,0
Wenceslas,Ocloo,1
Remi,Dogbe,1
Thibault,Agbeko,1
Kofi,Moussa,1
Didi,Anani,1
Atsuko,Akakpo-Doe,0
Quintine,Moussa,0
Charles,Anani,1
Awura,Agbobli,0
Odon,Asamoah,1
Louis,Diawara,1
Nathanael,Bangoura,1
Kwadwo,Asamoah,1
Sylvain,Diabre,1
Pascal,Dossou,1
Xavier,Foli,1
Zinsou,Diabre,1
Akosua,Diawara,0
Kafui,Nyaku,0
Brigitte,Moussa,0
Gaston,Abliza,1
Juliette,Ahove,0
Etienne,Diawara,1
Julien,Ayite,1
Paulin,Bangoura,1
Sarah,Akoto,0
Caleb,Akakpo,1
Thierry,Avoseh,1
Therese,Dogbe,0
Adjoua,Agbodeka,1
Mensah,Abliza,1
Vincent,Adzaho,1
Nathalie,Anani,0
Kafui,Avoseh,0
Clement,Djondo,1
Efia,Attipoe,0
Violette,Dogbe,0
Tania,Ayite,0
Yves,Togbe,1
Rachelle,Djondo,0
Wenceslas,Foli,1
Abiré,Soglo,0
Azhar,Sokpor,1
Ayouba,Abliza,1
Remi,Gbikpi,1
Luc,Nkrumah,1
Raymond,Nayo,1
Sophie,Azamati,0
Marcel,Tetteh,1
Kokouga,Dogbe,1
Odette,Ahove,0
Yawa,Moussa,1
Zelda,Diawara,0
Adjoa,Ocloo,0
Zoe,Soglo,0
Atsuko,Ayite,0
Wendy,Ocloo,0
Zara,Moussa,0
Eloise,Adzaho,0
Sophia,Foli,0
Ursula,Hounnou,0
Georges,Awuku,1
Nathalie,Agbeko,0
Delphine,Bangoura,0
Etienne,Ayite,1
Wendie,Ofori,0
Danielle,Anani,0
Louis,Azamati,1
Abiré,Gbedemah,0
Quentin,Morquette,1
Zinsou,Gbikpi,1
Jocelyn,Nyavor,1
Bèni,Agbobli,1
Atsuko,Ayigbe,0
Mireille,Abliza,0
Amenyo,Nyavor,0
Ezechiel,Diabre,1
Dela,Gbikpi,1
Sarah,Moussa,0
Zinsou,Dzokoto,1
Violette,Amouzou,0
Genevieve,Diawara,0
Ama,Ayigbe,0
Xavier,Togbe,1
Isabelle,Gbedemah,0
Wanda,Ahove,0
Isidore,Togbe,1
Odon,Dogbe,1
Adwoa,Dzokoto,0
Agbeko,Asamoah,1
Ditoma,Nayo,1
Afia,Foli,0
Bassooma,Koffi,1
Koku,Amegashie,1
Esso,Takyi,1
Hubert,Asamoah,1
Liliane,Bakari,0
Mansan,Diabre,0
Luc,Gbedemah,1
Steven,Djondo,1
Tania,Atsu,0
Nicolette,Akoto,0
Didi,Sokpor,1
Laure,Tetteh,0
Sylvain,Amouzou,1
Yaa,Asamoah,0
Wanda,Diabre,0
Juliette,Takyi,0
Hilaire,Akakpo,1
Akowé,Avoseh,1
Essonani,Ofori,1
Quintine,Nayo,0
Zinsou,Avoseh,1
Hortense,Agbozo,0
Jacqueline,Diabre,0
Quintine,Togbe,0
Serge,Asamoah,1
Adeline,Agbobli,0
Vincent,Dogbe,1
Pascale,Morquette,0
Méyébinesso,Akakpo-Doe,1
Hortense,Nyaku,0
Ximena,Bangoura,0
Luc,Nayo,1
Ursule,Adzaho,0
Yaa,Soglo,0
Sophie,Agbozo,0
Samira,Gbikpi,0
Odile,Asamoah,0
Dodji,Dogbe,1
Akakpo,Asamoah,1
Abena,Dossou,0
Abdel-Aziz,Adzaho,1
Akowé,Abliza,1
Boevi,Attipoe,1
Gildas,Mensah,1
Efia,Agbozo,0
Isabelle,Atsu,0
Adwoa,Nyaku,0
Odon,Foli,1
Wanda,Mensah,0
Alain,Agbodeka,1
Xenia,Nkrumah,0
Raoul,Attipoe,1
Ximena,Adzaho,0
Essowaza,Asamoah,1
Zinsou,Akakpo-Doe,1
Clement,Bangoura,1
David,Dzokoto,1
Samira,Avoseh,0
Olympe,Abliza,0
Quenotte,Akoto,0
Rosalie,Obodai,0
Jocelyn,Mensah,1
Edem,Awuku,1
Hilaire,Bangoura,1
Innocent,Akoto,1
Joelle,Awuku,0
Victor,Ocloo,1
Serge,Ayite,1
Violette,Amekudzi,0
Mensah,Attipoe,1
Kofi,Gbikpi,1
Abdel-Aziz,Togbe,1
Catherine,Agbeko,0
Violette,Obodai,0
Yao,Obodai,1
Abdel-Aziz,Bakari,1
Mazamesso,Nkrumah,1
Olympe,Asamoah,0
Koku,Ahove,1
Pascal,Awuku,1
Sarah,Mensah,0
Sarah,Attipoe,0
Ursule,Amekudzi,0
Akosua,Agbozo,0
Mensah,Agbeko,1
Cecilia,Amevor,0
Ama,Azamati,0
Hubert,Avoseh,1
Efua,Ayigbe,0
Yaa,Ahove,0
Anani,Mensah,1
LARE,Amevor,1
Adjoa,Akakpo-Doe,0
Zara,Anani,0
Kossi,Soglo,1
Zoe,Ayite,0
Yawa,Obodai,1
LARE,Dossou,1
Katia,Amegashie,0
Ines,Morquette,0
Adeline,Mensah,0
Estelle,Akakpo-Doe,0
Koffi-Doe,Ofori,1
Rosalie,Adzaho,0
Rosalie,Foli,0
Kofi,Dossou,1
Dzidzor,Soglo,0
Wendie,Diawara,0
Marcel,Soglo,1
Quintine,Dossou,0
Raoul,Togbe,1
Abena,Djondo,0
Mawuli,Koffi,1
Irene,Morquette,0
Kouadio,Dzokoto,1
Georges,Amegashie,1
Nadine,Ayigbe,0
Xenia,Agbobli,0
Afi,Nyaku,0
Olympe,Alassani,0
Mazamesso,Amekudzi,1
Georges,Moussa,1
Estelle,Azamati,0
Odette,Dzokoto,0
Boevi,Ofori,1
Eloise,Amegashie,0
Alain,Akakpo-Doe,1
Adjoa,Agbobli,0
Sarah,Amegashie,0
Jocelyn,Attipoe,1
Zelda,Amekudzi,0
Ilétou,Nkrumah,0
Ximena,Sokpor,0
Koffi,Soglo,1
Yasmine,Dzokoto,0
Remi,Awuku,1
Essowaza,Ofori,1
Abiré,Abliza,0
Xavier,Agbobli,1
François,Adzaho,1
Georges,Attipoe,1
Serge,Nyaku,1
Pierrette,Nkrumah,0
Kouadio,Akoto,1
Wendie,Dogbe,0
Juliette,Agbozo,0
Abdel-Aziz,Mensah,1
Efia,Nyaku,0
Samira,Atsu,0
Remi,Nyavor,1
Cecile,Morquette,0
Jacqueline,Asamoah,0
Nana,Ahove,0
Koffi,Moussa,1
Elise,Foli,0
Olivier,Dogbe,1
Denis,Agbodeka,1
Patience,Agbodeka,0
Nadine,Agbeko,0
Jean,Mensah,1
Mawuli,Abliza,1
Vincent,Ayite,1
Ekoue,Hounnou,1
Essowaza,Gbikpi,1
Yaa,Nyavor,0
Nadine,Akakpo-Doe,0
Hugues,Amekudzi,1
Komla,Mensah,1
Nadine,Akakpo,0
Benoit,Adzaho,1
Yao,Tetteh,1
Méyébinesso,Djondo,1
Paulin,Akakpo-Doe,1
Akowé,Dogbe,1
Isidore,Agbobli,1
Romain,Gbedemah,1
IDRISSOU,Agbobli,1
Catherine,Alassani,0
François,Avoseh,1
Quentin,Ahove,1
Kwame,Attipoe,1
Delphine,Dossou,0
Jean,Akakpo-Doe,1
Adjoua,Nyavor,1
Kokouga,Bangoura,1
Xenia,Togbe,0
Charles,Bakari,1
Henri,Awuku,1
Beatrice,Ayigbe,0
Winnie,Sokpor,0
Abiré,Gbikpi,0
Adwoa,Nayo,0
Koffi,Gbedemah,1
Innocent,Attipoe,1
Zacharie,Morquette,1
Georges,Amevor,1
Aurelie,Agbeko,0
Jean,Anani,1
Jean,Dossou,1
Akakpo,Djondo,1
Florence,Gbikpi,0
Mazamesso,Djondo,1
Mensah,Akakpo-Doe,1
Abdel-Aziz,Nayo,1
Koffi,Diawara,1
Sophia,Diabre,0
Louis,Bakari,1
Nicolette,Agbeko,0
Sabrina,Azamati,0
Jacqueline,Obodai,0
Ekoue,Tetteh,1
Mansan,Ocloo,0
Odon,Akakpo-Doe,1
Kwaku,Ocloo,1
Steven,Gbedemah,1
Wenceslas,Bakari,1
Vera,Ayigbe,0
Zara,Togbe,0
Dela,Ayite,1
Zinsou,Alassani,1
Kwadwo,Tetteh,1
Jocelyn,Ofori,1
Koffi-Doe,Bangoura,1
Raoul,Ofori,1
Helene,Soglo,0
Laurent,Diawara,1
Vera,Akakpo-Doe,0
Kofi,Nyaku,1
Abena,Agbeko,0
Azhar,Agbodeka,1
Didi,Nyaku,1
Zacharie,Ayigbe,1
Yannick,Dogbe,1
Zelda,Djondo,0
Rosalie,Azamati,0
Xenia,Ocloo,0
Sébastien,Alassani,1
Fiifi,Sokpor,1
Pascal,Bangoura,1
Sarah,Morquette,0
Gildas,Koffi,1
Cecilia,Ayigbe,0
Grace,Nyavor,0
Nadine,Obodai,0
Ursule,Atsu,0
Wanda,Amekudzi,0
Wenceslas,Amegashie,1
Edem,Diawara,1
Tina,Ocloo,0
Ezechiel,Ofori,1
Sylvain,Ayite,1
Winnie,Takyi,0
Blandine,Soglo,0
Téléky,Foli,1
Rosalie,Diawara,0
Akosua,Togbe,0
Mireille,Nayo,0
Mansan,Nyaku,0
Violette,Ayite,0
Jacqueline,Abliza,0
Katherine,Foli,0
Danielle,Hounnou,0
Lise,Avoseh,0
Abdel-Aziz,Agbobli,1
Tatiana,Ahove,0
Danielle,Gnama,0
Nana,Anani,0
Delphine,Agbobli,0
Alain,Gbedemah,1
Katia,Nyavor,0
Therese,Ahove,0
Florence,Dossou,0
Kodjovi,Diawara,1
Kwame,Sokpor,1
Rosalie,Morquette,0
Elise,Akoto,0
Efia,Bakari,0
Afi,Ofori,0
Florence,Awuku,0
Quenotte,Tetteh,0
Ulysse,Agbobli,1
Lydia,Diabre,0
Estelle,Moussa,0
Azhar,Bangoura,1
Sylvain,Azamati,1
Denis,Morquette,1
Willy,Abliza,1
Luc,Diawara,1
Téléky,Akakpo-Doe,1
Noah,Attipoe,1
Xenia,Takyi,0
Noah,Agbeko,1
David,Amegashie,1
Akua,Djondo,0
Jacques,Nyaku,1
Fleur,Attipoe,0
Beatrice,Adzaho,0
Gaston,Gbedemah,1
Viviane,Anani,0
Ophelie,Diabre,0
Patrick,Anani,1
Kokou,Nyaku,1
Ama,Ayite,0
Serge,Tetteh,1
Kokou,Foli,1
Yannick,Tetteh,1
Remi,Avoseh,1
Diane,Alassani,0
David,Asamoah,1
Danielle,Nyaku,0
Nicolette,Tetteh,0
Kwaku,Agbodeka,1
Grace,Gbedemah,0
Awura,Atsu,0
Komivi,Anani,1
Mansan,Takyi,0
Delphine,Anani,0
Boevi,Gnama,1
Quintina,Morquette,0
Therese,Diabre,0
Beatrice,Dossou,0
Ayouba,Ahove,1
Martine,Agbeko,0
Dzidzor,Agbodeka,0
Xenia,Dzokoto,0
Koffi,Attipoe,1
Isidore,Azamati,1
Akakpo,Agbeko,1
Florence,Amevor,0
François,Agbodeka,1
Gaston,Koffi,1
François,Anani,1
Patrick,Sokpor,1
Catherine,Dossou,0
Kodjovi,Dogbe,1
Boevi,Anani,1
Yannick,Amekudzi,1
Mansan,Ahove,0
Gildas,Takyi,1
François,Akakpo-Doe,1
Bernard,Foli,1
Bassooma,Ocloo,1
Adjoa,Sokpor,0
Remi,Obodai,1
Essonani,Nyaku,1
Ximena,Akakpo-Doe,0
Dodji,Tetteh,1
Kodjovi,Ahove,1
Ilétou,Mensah,0
Abena,Atsu,0
Yasmine,Agbozo,0
Pascale,Diabre,0
Anani,Togbe,1
Komivi,Ahove,1
Esso,Nkrumah,1
Nathanael,Adzaho,1
Ines,Atsu,0
Steven,Obodai,1
Gifty,Sokpor,0
Fatoumata,Nyavor,0
Gildas,Ahove,1
Ezechiel,Dossou,1
Abdel-Aziz,Avoseh,1
Samira,Mensah,0
Philippe,Agbeko,1
Médar,Diabre,1
Amenyo,Tetteh,0
Jocelyn,Agbodeka,1
Yasmine,Soglo,0
Dzidzor,Akakpo,0
Helena,Amekudzi,0
Henri,Gbedemah,1
Didi,Dogbe,1
Florence,Soglo,0
Serge,Agbeko,1
Pascal,Akakpo-Doe,1
Steven,Amekudzi,1
Agbeko,Bakari,1
Awura,Amekudzi,0
Zoe,Foli,0
Lise,Dossou,0
Katia,Foli,0
Nathanael,Nyaku,1
Emmanuel,Bangoura,1
Kwadwo,Hounnou,1
Odette,Nayo,0
Odon,Bangoura,1
Nicolas,Ofori,1
Serge,Dzokoto,1
Fabrice,Akakpo,1
Ines,Koffi,0
Juliette,Nyaku,0
Kokou,Obodai,1
Grace,Ayite,0
Pascal,Alassani,1
Sabrina,Awuku,0
François,Nkrumah,1
Grace,Attipoe,0
Winnie,Ahove,0
Mawusi,Moussa,0
Helena,Obodai,0
Nadine,Amouzou,0
Brigitte,Nyaku,0
Nana,Alassani,0
Paulin,Agbobli,1
Kouadio,Diabre,1
Nathalie,Hounnou,0
Cecile,Hounnou,0
Laure,Moussa,0
Kwame,Ayite,1
Jeanne,Diawara,0
Georges,Soglo,1
Etienne,Alassani,1
Yaa,Dogbe,0
Méyébinesso,Amevor,1
Clement,Agbodeka,1
Yvette,Agbodeka,0
Edem,Bangoura,1
Raoul,Amegashie,1
Vera,Ofori,0
Quintine,Soglo,0
Jacqueline,Gbedemah,0
Quintine,Dogbe,0
Winnie,Ocloo,0
Genevieve,Koffi,0
Kwesi,Diabre,1
Pierrette,Agbeko,0
Karine,Agbeko,0
Marcel,Nyaku,1
Grace,Bangoura,0
Vincent,Bakari,1
Gildas,Asamoah,1
Abiré,Morquette,0
Etienne,Sokpor,1
Komivi,Mensah,1
Akossiwa,Ayite,0
Thibault,Diabre,1
Komla,Obodai,1
Sarah,Amevor,0
Raymond,Bakari,1
Wendy,Agbozo,0
Wanda,Nyaku,0
Ursula,Gbedemah,0
Fiifi,Gbedemah,1
Yaa,Sokpor,0
Louis,Adzaho,1
Tania,Gbedemah,0
Perrine,Nayo,0
Koffi,Nkrumah,1
Ezechiel,Atsu,1
Diane,Koffi,0
Ditoma,Abliza,1
Dzidzor,Amevor,0
Violette,Amegashie,0
Michel,Nyaku,1
Togbe,Gbedemah,1
Zacharie,Amouzou,1
Sabrina,Ayigbe,0
Emmanuel,Akakpo-Doe,1
Edem,Ofori,1
Mansan,Tetteh,0
Komi,Akoto,1
Gifty,Gbedemah,0
Gildas,Foli,1
Etienne,Adzaho,1
Samira,Djondo,0
Delphine,Koffi,0
Steven,Azamati,1
Akua,Foli,0
Fiosron,Adzaho,0
Ditoma,Gnama,1
Yvette,Hounnou,0
Yawa,Amekudzi,1
Adjoua,Ayite,1
Cecilia,Nyavor,0
Amouzou,Ahove,1
IDRISSOU,Nayo,1
Blandine,Amouzou,0
Ines,Bakari,0
Mawusi,Foli,0
Genevieve,Moussa,0
Roxane,Ayite,0
Liliane,Sokpor,0
Marie,Agbeko,0
LARE,Amouzou,1
Yannick,Azamati,1
Sophie,Diabre,0
Fabrice,Ayite,1
Komivi,Azamati,1
Victor,Morquette,1
Delphine,Atsu,0
Xavier,Soglo,1
Xaviera,Agbobli,0
Afia,Akakpo-Doe,0
Aline,Akakpo-Doe,0
Folly,Ofori,1
Ines,Dossou,0
Amouzou,Obodai,1
Michel,Amegashie,1
Komivi,Nyavor,1
Mansan,Hounnou,0
Therese,Nayo,0
Sylvain,Morquette,1
Gaston,Adzaho,1
Alain,Bangoura,1
Denis,Djondo,1
Hortense,Azamati,0
Ilétou,Ocloo,0
Olivier,Nayo,1
Zacharie,Foli,1
Kafui,Togbe,0
Yao,Akakpo-Doe,1
Laure,Dossou,0
Afia,Djondo,0
Marie,Foli,0
Efia,Akoto,0
Fabrice,Tetteh,1
Adeline,Sokpor,0
Katia,Morquette,0
Clement,Amouzou,1
Koku,Ayigbe,1
Etienne,Gnama,1
Lise,Gbikpi,0
Queen,Attipoe,0
Ines,Nayo,0
Juliette,Agbeko,0
Irene,Ocloo,0
Zelda,Adzaho,0
Méyébinesso,Ayite,1
Sophie,Moussa,0
Wenceslas,Agbeko,1
Tania,Obodai,0
Henri,Hounnou,1
Clement,Akoto,1
Remi,Amevor,1
Denis,Amekudzi,1
Kafui,Nkrumah,0
Sébastien,Diawara,1
Nicolas,Bakari,1
Yves,Atsu,1
Raymond,Akoto,1
Sabrina,Nayo,0
Laure,Adzaho,0
Fabrice,Gbedemah,1
Nicolas,Dogbe,1
Odette,Dossou,0
Jocelyn,Bangoura,1
Ilétou,Alassani,0
Mawuli,Moussa,1
Aline,Nyavor,0
Amouzou,Sokpor,1
Sarah,Nyaku,0
Remi,Hounnou,1
Anani,Akakpo-Doe,1
Koffi,Ahove,1
Patrick,Awuku,1
Mireille,Akoto,0
Ines,Togbe,0
Azhar,Alassani,1
Hubert,Dossou,1
Xaviera,Morquette,0
Luc,Ocloo,1
Nicolas,Azamati,1
Essonani,Anani,1
Zoe,Bakari,0
Karine,Bangoura,0
Amenyo,Takyi,0
Katia,Takyi,0
Afi,Gnama,0
Etienne,Obodai,1
Koffi,Abliza,1
Wendie,Sokpor,0
Bernard,Dogbe,1
Mawusi,Alassani,0
Edem,Takyi,1
Martine,Soglo,0
Gbenga,Adzaho,1
Mawuli,Bangoura,1
Fiosron,Ocloo,0
Pascale,Ocloo,0
Charles,Djondo,1
Xenia,Amekudzi,0
Sabrina,Amekudzi,0
Dela,Azamati,1
Zacharie,Abliza,1
Jocelyn,Ahove,1
Kokouga,Amegashie,1
Agbeko,Gbikpi,1
Sarah,Sokpor,0
Odon,Abliza,1
Fiosron,Bakari,0
Akakpo,Attipoe,1
Laurent,Dzokoto,1
Mansan,Nayo,0
Mireille,Sokpor,0
Dodji,Ayite,1
Nana,Akoto,0
Hubert,Anani,1
Queen,Awuku,0
Rosalie,Koffi,0
Amenyo,Amegashie,0
Afia,Gnama,0
Adeline,Agbodeka,0
Adjoa,Nyavor,0
Nathanael,Gbikpi,1
Victor,Koffi,1
Adeline,Ofori,0
Yvette,Nayo,0
Koku,Diawara,1
Victor,Foli,1
Winnie,Agbodeka,0
Pascale,Dzokoto,0
Yawa,Amouzou,1
Samira,Akakpo-Doe,0
Pascal,Adzaho,1
Remi,Agbeko,1
Fiifi,Koffi,1
Rebecca,Nkrumah,0
Jean,Agbodeka,1
Thibault,Foli,1
Georges,Alassani,1
Jacqueline,Amegashie,0
Xenia,Atsu,0
Kwaku,Asamoah,1
Aurelie,Dzokoto,0
Elise,Awuku,0
Agbeko,Obodai,1
Togbe,Morquette,1
Lise,Foli,0
Patience,Ayigbe,0
Agbeko,Diawara,1
Ilétou,Togbe,0
Abdel-Aziz,Ayite,1
Cecile,Gbikpi,0
Tatiana,Ocloo,0
Pascal,Gbedemah,1
Yao,Bangoura,1
Koffi-Doe,Togbe,1
Xavier,Abliza,1
Awura,Hounnou,0
Odile,Nyaku,0
Samira,Nkrumah,0
LARE,Ayigbe,1
Marcel,Agbobli,1
Hugues,Agbobli,1
Queen,Avoseh,0
Adeline,Nayo,0
Esso,Anani,1
Edem,Koffi,1
Dzidzor,Gbedemah,0
Odon,Togbe,1
Abiré,Nyaku,0
Alain,Nayo,1
Jacqueline,Tetteh,0
Roxane,Hounnou,0
Aline,Nkrumah,0
Pierrette,Dossou,0
Violette,Bangoura,0
Vera,Adzaho,0
Emmanuel,Awuku,1
Therese,Nkrumah,0
Efua,Moussa,0
Noah,Bangoura,1
Kossiwa,Awuku,0
Lise,Amekudzi,0
Ama,Obodai,0
Ezechiel,Amouzou,1
Karine,Amouzou,0
Mensah,Amekudzi,1
Florence,Amegashie,0
Kossi,Ofori,1
Ulysse,Foli,1
Rachelle,Ayite,0
Ulysse,Koffi,1
Brigitte,Awuku,0
Atsuko,Amegashie,0
Abena,Attipoe,0
Pascal,Koffi,1
Adjoua,Agbozo,1
Thierry,Bakari,1
Henri,Togbe,1
Amenyo,Nkrumah,0
Charles,Dogbe,1
Raoul,Nyavor,1
Roxane,Agbeko,0
Adjoua,Azamati,1
Abena,Ahove,0
Sabrina,Soglo,0
Fiosron,Asamoah,0
Irene,Togbe,0
Zelda,Dossou,0
Clement,Azamati,1
Victor,Mensah,1
Michel,Moussa,1
Quintina,Koffi,0
Amenyo,Obodai,0
Ophelie,Ofori,0
Kouadio,Tetteh,1
Isabelle,Akakpo,0
Abena,Togbe,0
Hortense,Ayigbe,0
Kofi,Ayite,1
Akua,Bakari,0
Jacqueline,Alassani,0
Quintina,Akakpo,0
Viviane,Bangoura,0
Tina,Abliza,0
Mawusi,Gbedemah,0
Kokouga,Morquette,1
Afi,Mensah,0
Rebecca,Morquette,0
Clement,Takyi,1
Vincent,Moussa,1
Bassooma,Amouzou,1
Hortense,Anani,0
Julien,Avoseh,1
Gifty,Ayite,0
Ophelie,Takyi,0
Akua,Dossou,0
Nathalie,Asamoah,0
Yves,Attipoe,1
Azhar,Koffi,1
Kossiwa,Ayigbe,0
Kwame,Djondo,1
Xenia,Soglo,0
Yawa,Djondo,1
Fatoumata,Gbedemah,0
Joelle,Sokpor,0
Nana,Nayo,0
Aurelie,Attipoe,0
Ilétou,Soglo,0
Rosalie,Bakari,0
Roxane,Anani,0
Nadine,Atsu,0
Georges,Dzokoto,1
Liliane,Agbodeka,0
Hortense,Agbobli,0
Abdel-Aziz,Takyi,1
LARE,Gnama,1
Zelda,Koffi,0
Yannick,Mensah,1
Remi,Tetteh,1
Pascale,Gbedemah,0
Patrick,Bakari,1
Awura,Dogbe,0
François,Nyavor,1
Martine,Togbe,0
Zelda,Dzokoto,0
Denis,Amouzou,1
Didi,Moussa,1
Nicolas,Soglo,1
Jacques,Diabre,1
Jacqueline,Mensah,0
Dzidzor,Togbe,0
Kwame,Koffi,1
Hortense,Gnama,0
Henri,Dzokoto,1
Liliane,Morquette,0
Téléky,Amekudzi,1
Méyébinesso,Soglo,1
Charles,Obodai,1
Zacharie,Gbikpi,1
Katia,Nyaku,0
Victor,Alassani,1
Liliane,Amegashie,0
Zelda,Agbeko,0
Bèni,Diabre,1
Fleur,Soglo,0
Yannick,Ayite,1
IDRISSOU,Agbozo,1
Olympe,Akakpo,0
Kofi,Dzokoto,1
Sabrina,Sokpor,0
Caleb,Ayigbe,1
Abiré,Djondo,0
Michel,Akakpo-Doe,1
Pierrette,Hounnou,0
Kossi,Tetteh,1
Karine,Akoto,0
Florence,Mensah,0
Xenia,Gbikpi,0
Hilaire,Agbobli,1
Laure,Akakpo,0
Ulysse,Ayite,1
Ekoue,Togbe,1
Zoe,Hounnou,0
Julien,Hounnou,1
Romain,Amevor,1
Winnie,Gbedemah,0
Ayouba,Sokpor,1
Martine,Attipoe,0
Laure,Agbeko,0
Nicolette,Adzaho,0
Akosua,Agbeko,0
Awura,Akakpo,0
Henri,Gnama,1
Helena,Awuku,0
Azhar,Avoseh,1
Adwoa,Ofori,0
Romain,Dossou,1
Abena,Azamati,0
Raoul,Dogbe,1
Wenceslas,Akoto,1
Sylvain,Attipoe,1
Zara,Gbikpi,0
Blandine,Amekudzi,0
Gildas,Togbe,1
Akowé,Mensah,1
Téléky,Dogbe,1
Bèni,Adzaho,1
Sabrina,Akakpo-Doe,0
Méyébinesso,Amegashie,1
Ilétou,Anani,0
Laure,Foli,0
Adeline,Adzaho,0
Tina,Bangoura,0
Essowaza,Dogbe,1
Gifty,Diabre,0
Michel,Dzokoto,1
Catherine,Togbe,0
Ursule,Agbodeka,0
Yaa,Gnama,0
Delphine,Amouzou,0
Noah,Nkrumah,1
Kwaku,Djondo,1
Efua,Alassani,0
Fatoumata,Gnama,0
Komla,Djondo,1
Kafui,Akakpo,0
Laurent,Morquette,1
Hortense,Agbeko,0
Yawa,Alassani,1
Aurelie,Abliza,0
Médar,Ayite,1
Emmanuel,Nyavor,1
Helena,Ocloo,0
Zoe,Djondo,0
Hugues,Nayo,1
Zoe,Dossou,0
Beatrice,Amouzou,0
Essonani,Atsu,1
Winnie,Agbozo,0
Ekoue,Bangoura,1
Raoul,Foli,1
Dela,Diawara,1
Alain,Morquette,1
Wendie,Awuku,0
Ilétou,Akakpo-Doe,0
Paulin,Avoseh,1
Méyébinesso,Obodai,1
Kokouga,Ayite,1
Kodjovi,Amekudzi,1
Nana,Agbeko,0
Komla,Asamoah,1
Hilaire,Tetteh,1
Akua,Gbedemah,0
Brigitte,Ayite,0
Quintina,Soglo,0
Adjoa,Djondo,0
Patience,Akoto,0
David,Agbodeka,1
Anani,Amouzou,1
Nathanael,Agbodeka,1
Didi,Ocloo,1
Giselle,Sokpor,0
Afi,Anani,0
Ines,Awuku,0
Nadine,Agbobli,0
Patience,Nyaku,0
Kofi,Awuku,1
Hortense,Nyavor,0
Queen,Akakpo-Doe,0
Caleb,Togbe,1
IDRISSOU,Diawara,1
Violette,Ahove,0
Essowaza,Akoto,1
LARE,Bakari,1
Ursule,Dossou,0
Raoul,Akoto,1
Henri,Nkrumah,1
Médar,Gnama,1
Nathalie,Diabre,0
Dela,Ayigbe,1
Wendy,Sokpor,0
Bèni,Nyaku,1
Georges,Koffi,1
Cecilia,Moussa,0
Philippe,Morquette,1
Aurelie,Agbodeka,0
Kwame,Bakari,1
Giselle,Bakari,0
Boevi,Djondo,1
Odette,Azamati,0
Gifty,Agbozo,0
Genevieve,Abliza,0
Eloise,Attipoe,0
Hilaire,Amouzou,1
Sarah,Ofori,0
Koffi-Doe,Anani,1
Sylvain,Bangoura,1
Yao,Nyaku,1
Ama,Nyaku,0
Laure,Morquette,0
Afia,Obodai,0
Mansan,Ayigbe,0
Adjoa,Morquette,0
Katherine,Gbedemah,0
Raymond,Gbikpi,1
Fabrice,Mensah,1
Jeanne,Amouzou,0
Fiosron,Akoto,0
Grace,Foli,0
Clement,Awuku,1
Laurent,Gnama,1
Genevieve,Agbobli,0
Pascale,Adzaho,0
Giselle,Ocloo,0
Aurelie,Gnama,0
Sabrina,Dossou,0
Serge,Atsu,1
Kossi,Hounnou,1
Komla,Sokpor,1
